0, 0.023
999, 0.014
1998, 0.048
2997, 0.038
3996, 0.032
4995, 0.036
5994, 0.047
6993, 0.116
7992, 0.281
8991, 0.696
9990, 1.827
10989, 3.293
11988, 3.56
12987, 4.449
13986, 4.671
14985, 4.849
15984, 4.68
16983, 4.955
17982, 5.164
18981, 4.98
19980, 5.409
20979, 5.329
21978, 5.729
22977, 6.163
23976, 6.328
24975, 6.303
25974, 6.165
26973, 6.166
27972, 6.562
28971, 6.318
29970, 6.53
30969, 6.431
31968, 6.599
32967, 6.47
33966, 6.122
34965, 6.477
35964, 7.151
36963, 7.448
37962, 7.258
38961, 7.063
39960, 7.16
40959, 7.257
41958, 7.57
42957, 7.566
43956, 7.562
44955, 7.331
45954, 7.358
46953, 7.074
47952, 7.252
48951, 7.685
49950, 7.462
50949, 7.44
51948, 7.554
52947, 7.878
53946, 7.772
54945, 8.145
55944, 8.122
56943, 7.828
57942, 7.96
58941, 7.98
59940, 7.922
60939, 8.226
61938, 8.377
62937, 8.136
63936, 7.805
64935, 8.399
65934, 8.947
66933, 9.012
67932, 8.708
68931, 8.781
69930, 8.824
70929, 8.794
71928, 8.664
72927, 8.858
73926, 8.872
74925, 8.78
75924, 8.741
76923, 9.198
77922, 8.924
78921, 8.897
79920, 8.941
80919, 9.494
81918, 9.564
82917, 9.637
83916, 9.814
84915, 9.634
85914, 9.847
86913, 9.753
87912, 9.988
88911, 9.65
89910, 9.635
90909, 9.941
91908, 9.669
92907, 10.128
93906, 10.03
94905, 10.109
95904, 10.097
96903, 10.18
97902, 10.263
98901, 10.282
99900, 10.123
100899, 9.987
101898, 9.872
102897, 10.291
103896, 10.486
104895, 10.33
105894, 10.657
106893, 10.771
107892, 11.028
108891, 11.053
109890, 10.601
110889, 10.797
111888, 10.791
112887, 11.025
113886, 11.052
114885, 11.34
115884, 10.857
116883, 10.797
117882, 10.896
118881, 11.113
119880, 11.062
120879, 11.016
121878, 11.353
122877, 11.321
123876, 11.147
124875, 10.997
125874, 11.068
126873, 11.268
127872, 11.077
128871, 11.033
129870, 11.032
130869, 11.389
131868, 11.204
132867, 11.322
133866, 11.061
134865, 11.367
135864, 11.205
136863, 11.619
137862, 11.482
138861, 11.487
139860, 11.433
140859, 11.484
141858, 11.441
142857, 11.509
143856, 11.57
144855, 11.715
145854, 11.553
146853, 11.961
147852, 12.028
148851, 11.861
149850, 11.923
150849, 11.525
151848, 11.771
152847, 11.944
153846, 11.935
154845, 11.675
155844, 12.081
156843, 12.176
157842, 12.31
158841, 11.965
159840, 12.025
160839, 12.072
161838, 11.641
162837, 11.815
163836, 11.91
164835, 11.554
165834, 11.838
166833, 11.827
167832, 11.764
168831, 12.033
169830, 11.963
170829, 12.055
171828, 12.173
172827, 12.199
173826, 12.036
174825, 12.044
175824, 12.14
176823, 11.921
177822, 12.47
178821, 12.011
179820, 12.188
180819, 12.169
181818, 11.784
182817, 12.328
183816, 12.47
184815, 12.442
185814, 12.618
186813, 12.667
187812, 12.698
188811, 12.596
189810, 12.732
190809, 12.767
191808, 12.578
192807, 12.743
193806, 12.361
194805, 12.361
195804, 12.387
196803, 12.34
197802, 12.494
198801, 12.432
